Date,AvgSpeed,Cool,Depart,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb,lowvis,n_codesum,rain,Year,Month,Week,DayOfWeek
2008-10-10,6.4,0.0,3.5,41.5,6.5,0.0,11.0,5.05,30.175,29.494999999999997,558.0,1719.0,58.5,72.5,44.0,50.5,0.0,0.0,0.0,2008,10,41,4
2008-10-11,5.0,1.5,12.5,50.0,0.0,0.0,14.0,4.05,30.24,29.549999999999997,559.0,1717.0,66.5,79.5,53.0,57.0,0.0,0.0,0.0,2008,10,41,5
2008-10-12,5.699999999999999,7.5,18.5,55.0,0.0,0.0,15.5,5.05,30.265,29.58,600.0,1715.0,72.5,85.0,59.5,61.5,0.5,0.5,0.0,2008,10,41,6
2008-10-13,8.399999999999999,5.5,17.5,57.5,0.0,0.0,20.0,8.0,30.205,29.505,602.0,1714.0,70.5,78.0,62.5,63.0,0.0,0.0,0.0,2008,10,42,0
2008-10-14,7.0,0.0,9.0,43.0,3.0,0.01,32.0,1.75,30.215,29.515,603.0,1712.0,62.0,69.5,54.0,51.5,0.0,0.5,0.5,2008,10,42,1
2008-10-15,6.55,0.0,3.0,50.5,9.0,0.27,32.0,3.9000000000000004,30.055,29.365000000000002,604.0,1711.0,56.0,63.5,48.5,53.5,1.0,2.0,1.0,2008,10,42,2
2008-10-16,7.75,0.0,-0.5,38.5,13.5,0.0,35.0,6.4,30.244999999999997,29.545,605.0,1709.0,51.5,59.0,43.5,44.5,0.0,0.0,0.0,2008,10,42,3
2008-10-17,7.2,0.0,-2.0,39.5,15.0,0.005,36.0,6.0,30.255000000000003,29.560000000000002,606.0,1707.0,50.0,56.5,43.5,45.0,0.0,0.0,0.0,2008,10,42,4
2008-10-18,5.699999999999999,0.0,1.5,40.5,12.5,0.095,7.0,2.25,30.32,29.615,607.0,1706.0,52.5,60.0,44.5,46.0,1.0,2.0,1.0,2008,10,42,5
2008-10-19,11.65,0.0,1.0,37.0,13.0,0.0,19.0,11.3,30.244999999999997,29.53,608.0,1704.0,52.0,62.0,42.0,45.5,0.0,0.0,0.0,2008,10,42,6
2008-10-20,7.5,0.0,-0.5,42.5,15.5,0.245,31.0,3.6,30.21,29.509999999999998,610.0,1703.0,49.5,55.5,43.5,46.5,1.0,2.0,1.0,2008,10,43,0
2008-10-21,8.95,0.0,-3.0,36.0,18.0,0.0,2.5,6.9,30.37,29.67,611.0,1701.0,47.0,55.0,38.5,42.5,0.0,0.0,0.0,2008,10,43,1
2008-10-22,12.85,0.0,-4.5,29.5,19.5,0.0,12.0,12.05,30.395,29.68,612.0,1660.0,45.5,53.0,37.5,40.0,0.0,0.0,0.0,2008,10,43,2
2008-10-23,11.3,0.0,1.0,35.0,15.0,0.125,12.0,11.05,30.27,29.53,613.0,1658.0,50.0,59.0,40.5,43.5,0.0,1.0,1.0,2008,10,43,3
2008-10-24,6.5,0.0,1.0,44.0,15.0,0.475,19.5,5.449999999999999,29.965,29.215,614.0,1657.0,50.0,55.0,44.5,47.0,1.0,2.0,1.0,2008,10,43,4
2008-10-25,12.75,0.0,0.0,40.5,17.0,0.01,22.5,12.350000000000001,29.78,29.055,616.0,1656.0,48.0,53.0,43.0,44.5,0.5,1.5,0.5,2008,10,43,5
2008-10-26,18.1,0.0,-1.5,33.0,18.5,0.01,27.0,17.35,29.805,29.135,617.0,1654.0,46.5,56.0,36.5,41.0,0.0,1.5,1.0,2008,10,43,6
2008-10-27,14.15,0.0,-7.5,27.5,24.5,0.01,31.0,13.55,30.205,29.54,618.0,1653.0,40.5,47.0,33.5,35.0,0.0,1.0,0.5,2008,10,44,0
2008-10-28,10.600000000000001,0.0,-8.5,23.0,26.5,0.0,30.0,10.2,30.299999999999997,29.57,619.0,1651.0,38.5,45.0,31.5,33.0,0.0,0.0,0.0,2008,10,44,1
2008-10-29,6.15,0.0,-5.0,24.5,23.0,0.0,30.5,2.7,30.215,29.505,620.0,1650.0,42.0,51.0,32.5,34.5,0.0,0.0,0.0,2008,10,44,2
2008-10-30,9.9,0.0,2.0,31.5,17.0,0.0,19.0,9.9,30.32,29.61,622.0,1649.0,48.0,62.5,32.5,41.0,0.0,0.0,0.0,2008,10,44,3
2008-10-31,7.65,0.0,13.5,46.0,5.5,0.0,22.0,5.85,30.3,29.605,623.0,1647.0,59.5,70.5,48.5,51.0,0.5,0.5,0.0,2008,10,44,4
2009-05-01,8.55,0.0,1.0,41.0,11.0,0.03,29.0,8.25,29.98,29.295,448.0,1849.0,54.0,61.0,47.0,47.5,0.0,1.0,1.0,2009,5,18,4
2009-05-02,9.35,0.0,1.0,33.5,10.0,0.0,26.5,9.0,29.945,29.245,447.0,1850.0,55.0,65.5,44.5,45.5,0.0,0.0,0.0,2009,5,18,5
2009-05-03,4.85,0.0,3.5,34.5,7.5,0.0,26.0,4.3,29.92,29.225,446.0,1851.0,57.5,70.0,44.0,47.5,0.0,0.0,0.0,2009,5,18,6
2009-05-04,8.0,0.0,4.5,35.0,6.5,0.0,9.0,6.8,30.02,29.34,444.0,1852.0,58.5,70.0,46.0,47.5,0.0,0.0,0.0,2009,5,19,0
2009-05-05,5.95,0.0,6.0,40.5,4.0,0.0,12.5,5.3,29.95,29.25,443.0,1853.0,61.0,70.5,51.5,50.5,0.0,0.0,0.0,2009,5,19,1
2009-05-06,7.65,0.5,9.5,51.0,1.0,0.765,19.0,6.35,29.795,29.09,442.0,1855.0,64.5,75.0,53.5,55.5,1.0,2.0,1.0,2009,5,19,2
2009-05-07,9.75,2.0,12.0,52.5,0.0,0.11,24.5,8.35,29.735,29.045,441.0,1856.0,67.0,77.0,56.0,57.5,1.0,3.0,1.0,2009,5,19,3
2009-05-08,6.05,0.5,9.5,54.0,0.0,0.015,20.5,4.65,29.675,28.97,439.0,1857.0,65.5,75.5,55.0,58.5,0.5,1.5,0.5,2009,5,19,4
2009-05-09,11.55,0.0,-1.0,44.0,10.0,0.005,28.5,5.75,29.87,29.225,438.0,1858.0,55.0,63.5,45.5,48.5,0.0,0.0,0.0,2009,5,19,5
2009-05-10,8.7,0.0,-1.5,39.5,10.5,0.01,30.0,4.9,30.11,29.439999999999998,437.0,1859.0,54.5,67.0,41.5,46.5,0.0,0.5,0.5,2009,5,19,6
2009-05-11,4.55,0.0,-6.5,34.5,14.5,0.0,7.5,1.4,30.2,29.5,436.0,1860.0,50.5,61.0,39.5,44.0,0.0,0.0,0.0,2009,5,20,0
2009-05-12,9.55,0.0,-0.5,33.0,8.5,0.0,16.0,9.2,30.13,29.41,435.0,1901.0,56.5,71.5,41.5,47.0,0.0,0.0,0.0,2009,5,20,1
2009-05-13,15.6,0.0,4.5,57.0,2.5,0.79,18.5,13.65,29.765,29.045,434.0,1902.0,62.5,70.5,53.5,59.0,1.0,2.5,1.0,2009,5,20,2
2009-05-14,11.0,0.0,3.5,44.0,3.5,0.005,27.0,10.8,30.0,29.345,433.0,1903.0,61.5,68.5,54.0,52.5,0.0,0.0,0.0,2009,5,20,3
2009-05-15,7.300000000000001,0.0,0.0,51.5,7.0,0.5449999999999999,15.5,5.2,29.994999999999997,29.310000000000002,432.0,1904.0,58.0,62.0,53.5,54.5,1.0,2.0,1.0,2009,5,20,4
2009-05-16,12.45,0.0,-4.5,40.5,10.5,0.02,29.5,11.0,30.05,29.384999999999998,431.0,1905.0,54.5,62.0,46.0,49.5,1.0,1.5,0.5,2009,5,20,5
2009-05-17,6.35,0.0,-8.5,27.5,14.5,0.0,21.0,1.75,30.32,29.635,430.0,1906.0,50.5,61.0,40.0,42.0,0.0,0.0,0.0,2009,5,20,6
2009-05-18,9.7,0.0,-5.5,31.5,10.5,0.01,19.0,9.45,30.295,29.58,429.0,1907.0,54.5,66.5,42.5,45.0,0.0,0.0,0.0,2009,5,21,0
2009-05-19,13.100000000000001,1.5,6.5,43.5,0.0,0.0,21.0,12.9,30.215,29.515,428.0,1908.0,66.5,80.0,53.0,54.5,0.0,0.0,0.0,2009,5,21,1
2009-05-20,13.35,8.0,12.0,43.5,0.0,0.005,20.0,13.15,30.13,29.435,427.0,1909.0,73.0,84.5,61.0,57.0,0.0,0.0,0.0,2009,5,21,2
2009-05-21,11.850000000000001,7.5,11.5,48.5,0.0,0.0,24.0,7.949999999999999,30.09,29.41,426.0,1910.0,72.5,84.5,60.0,59.0,0.0,0.0,0.0,2009,5,21,3
2009-05-22,10.649999999999999,0.0,1.0,46.5,3.0,0.0,3.5,10.2,30.17,29.48,425.0,1911.0,62.0,69.5,54.5,53.5,0.0,0.0,0.0,2009,5,21,4
2009-05-23,5.6,1.0,5.0,50.5,0.0,0.005,7.5,4.5,30.055,29.36,425.0,1912.0,66.0,79.5,52.5,57.5,0.0,0.0,0.0,2009,5,21,5
2009-05-24,10.9,0.0,1.0,46.5,2.0,0.0,3.5,10.55,30.060000000000002,29.365000000000002,424.0,1913.0,63.0,70.5,55.5,53.5,0.0,0.0,0.0,2009,5,21,6
2009-05-25,10.15,0.0,-1.5,44.5,4.5,0.06,6.0,9.5,30.009999999999998,29.305,423.0,1914.0,60.5,65.5,55.0,52.0,0.0,2.0,1.0,2009,5,22,0
2009-05-26,7.3,0.5,3.0,52.5,0.5,1.555,5.5,6.6,29.814999999999998,29.104999999999997,422.0,1915.0,65.0,75.0,54.5,56.5,1.0,2.0,1.0,2009,5,22,1
2009-05-27,7.75,1.0,3.5,59.0,0.5,0.015,24.0,5.2,29.675,28.985,422.0,1916.0,65.5,74.0,56.5,61.5,1.0,3.0,1.0,2009,5,22,2
2009-05-28,8.2,0.0,-4.0,51.0,6.0,0.0,29.5,6.8,29.755000000000003,29.085,421.0,1916.0,59.0,63.0,54.5,54.0,0.0,0.0,0.0,2009,5,22,3
2009-05-29,6.85,0.5,0.0,49.0,1.5,0.005,31.5,2.35,29.875,29.200000000000003,421.0,1917.0,64.0,75.5,52.5,55.0,0.0,0.0,0.0,2009,5,22,4
2009-05-30,6.699999999999999,0.5,1.5,46.0,0.0,0.01,28.0,2.35,29.805,29.119999999999997,420.0,1918.0,65.5,79.0,51.5,54.5,0.0,0.5,0.5,2009,5,22,5
2009-05-31,5.449999999999999,0.0,-4.0,42.0,5.0,0.0,9.5,2.8,29.935000000000002,29.235,420.0,1919.0,60.0,72.5,47.0,51.0,0.0,0.0,0.0,2009,5,22,6
2009-06-01,10.55,0.5,1.5,53.5,0.0,0.635,34.0,1.1,29.884999999999998,29.22,419.0,1920.0,65.5,79.0,51.5,57.5,0.0,1.0,1.0,2009,6,23,0
2009-06-02,8.6,0.0,-9.0,46.5,10.0,0.09,3.0,7.8500000000000005,30.08,29.39,419.0,1920.0,55.0,60.5,49.0,50.5,1.0,2.0,1.0,2009,6,23,1
2009-06-03,11.05,0.0,-11.0,39.5,12.0,0.0,3.0,10.75,30.14,29.445,418.0,1921.0,53.0,61.0,45.0,47.0,0.0,0.0,0.0,2009,6,23,2
2009-06-04,6.15,0.0,-7.5,37.5,8.5,0.0,4.5,4.95,30.05,29.335,418.0,1922.0,56.5,68.0,44.5,48.5,0.0,0.0,0.0,2009,6,23,3
2009-06-05,6.95,0.0,-2.0,43.5,2.0,0.0,25.5,6.05,29.91,29.205,417.0,1923.0,63.0,79.5,45.5,54.0,0.0,0.0,0.0,2009,6,23,4
2009-06-06,7.45,0.0,-7.0,46.5,6.0,0.015,4.0,5.45,29.925,29.23,417.0,1923.0,59.0,64.5,53.0,51.5,0.0,0.5,0.5,2009,6,23,5
2009-06-07,7.300000000000001,0.0,-2.0,53.5,1.0,0.025,9.5,2.1,29.865000000000002,29.175,417.0,1924.0,64.0,73.5,54.0,58.0,1.0,1.5,0.5,2009,6,23,6
2009-06-08,9.6,2.5,1.5,60.5,0.0,0.375,24.5,6.15,29.765,29.085,417.0,1925.0,67.5,81.0,53.5,64.0,1.0,2.5,1.0,2009,6,24,0
2009-06-09,7.1,0.0,-4.5,53.0,3.5,0.01,7.0,5.2,29.94,29.259999999999998,416.0,1925.0,61.5,67.0,55.5,56.0,1.0,2.5,1.0,2009,6,24,1
2009-06-10,8.95,0.0,-6.0,49.5,4.0,0.025,4.5,8.25,29.884999999999998,29.18,416.0,1926.0,61.0,67.0,54.5,54.0,0.0,1.0,1.0,2009,6,24,2
2009-06-11,9.65,0.0,-9.0,52.0,7.0,0.575,2.0,9.5,29.825,29.14,416.0,1926.0,58.0,62.0,53.0,54.0,1.0,2.5,1.0,2009,6,24,3
2009-06-12,6.25,0.0,-6.5,49.0,3.5,0.01,6.5,4.7,29.95,29.27,416.0,1927.0,61.5,73.0,49.5,55.0,0.0,0.5,0.5,2009,6,24,4
2009-06-13,7.15,0.0,-7.0,51.5,4.0,0.32,4.5,6.550000000000001,29.994999999999997,29.310000000000002,416.0,1927.0,61.0,67.0,55.0,55.0,0.5,1.5,1.0,2009,6,24,5
2009-06-14,5.25,0.0,-3.5,49.0,0.5,0.0,4.5,4.8,30.005000000000003,29.314999999999998,416.0,1928.0,64.5,76.5,52.5,57.0,0.0,0.0,0.0,2009,6,24,6
2009-06-15,7.050000000000001,3.0,0.0,49.0,0.0,0.0,9.0,6.45,30.0,29.310000000000002,416.0,1928.0,68.0,81.0,55.0,58.0,0.5,0.5,0.0,2009,6,25,0
2009-06-16,11.25,1.5,-2.5,56.0,0.0,1.15,10.5,10.75,29.880000000000003,29.18,416.0,1929.0,66.5,71.0,61.5,60.5,1.0,2.0,1.0,2009,6,25,1
2009-06-17,6.45,2.0,-2.0,59.5,0.0,0.0,35.0,2.8,29.875,29.185000000000002,416.0,1929.0,67.0,72.0,62.0,62.5,1.0,2.0,0.0,2009,6,25,2
2009-06-18,6.85,6.5,1.5,63.5,0.0,0.11499999999999999,16.5,5.2,29.79,29.115,416.0,1929.0,71.5,80.5,62.0,67.0,1.0,2.0,0.5,2009,6,25,3
2009-06-19,11.05,11.5,6.5,67.5,0.0,2.42,18.0,6.75,29.689999999999998,29.0,416.0,1930.0,76.5,87.0,65.5,69.5,1.0,2.5,1.0,2009,6,25,4
2009-06-20,8.6,13.5,8.5,65.0,0.0,0.0,28.5,8.3,29.75,29.104999999999997,416.0,1930.0,78.5,87.5,68.5,70.0,0.0,0.0,0.0,2009,6,25,5
2009-06-21,3.7,13.0,8.0,63.5,0.0,0.01,8.0,3.05,29.810000000000002,29.145000000000003,416.0,1930.0,78.0,85.0,70.5,68.5,0.0,0.5,0.5,2009,6,25,6
2009-06-22,6.4,14.5,9.5,67.0,0.0,0.075,11.5,4.65,29.78,29.119999999999997,417.0,1931.0,79.5,89.0,69.0,71.0,0.0,0.5,0.5,2009,6,26,0
2009-06-23,4.0,18.5,13.5,68.5,0.0,0.0,13.5,2.3,29.86,29.189999999999998,417.0,1931.0,83.5,93.0,73.0,73.0,0.0,0.0,0.0,2009,6,26,1
2009-06-24,5.05,19.0,13.0,68.0,0.0,0.41000000000000003,22.5,2.0,29.86,29.185000000000002,417.0,1931.0,84.0,93.5,74.0,73.0,0.5,0.5,0.0,2009,6,26,2
2009-06-25,4.75,20.0,14.0,68.5,0.0,0.005,29.0,2.1,29.785,29.115,417.0,1931.0,85.0,93.5,75.5,73.0,0.0,0.0,0.0,2009,6,26,3
2009-06-26,8.1,13.5,7.5,60.5,0.0,0.0,4.0,6.4,29.84,29.2,418.0,1931.0,78.5,86.0,70.5,67.0,0.0,0.0,0.0,2009,6,26,4
2009-06-27,6.9,12.5,6.5,60.5,0.0,0.175,21.5,5.55,29.810000000000002,29.14,418.0,1931.0,77.5,89.5,64.5,67.0,0.0,1.5,1.0,2009,6,26,5
2009-06-28,14.1,10.5,4.5,53.0,0.0,0.0,29.0,13.649999999999999,29.72,29.04,419.0,1931.0,75.5,83.0,67.0,62.0,0.0,0.0,0.0,2009,6,26,6
2009-06-29,13.399999999999999,6.0,0.0,54.0,0.0,0.0,30.0,12.8,29.595,28.92,419.0,1931.0,71.0,77.5,64.0,61.0,0.0,0.0,0.0,2009,6,27,0
2009-06-30,8.7,0.0,-8.0,53.0,1.0,0.0,30.0,8.5,29.645,28.975,419.0,1931.0,64.0,67.0,60.0,57.5,0.0,0.0,0.0,2009,6,27,1
2009-07-01,8.05,0.0,-11.0,53.0,4.0,0.015,31.5,7.3999999999999995,29.765,29.1,420.0,1931.0,61.0,65.0,57.0,56.5,0.5,2.5,1.0,2009,7,27,2
2009-07-02,8.2,1.5,-5.5,54.5,0.0,0.0,31.0,7.050000000000001,29.945,29.285,420.0,1931.0,66.5,73.0,59.5,60.0,0.0,0.0,0.0,2009,7,27,3
2009-07-03,6.15,6.0,-1.0,56.0,0.0,0.0,18.0,1.5,30.055,29.384999999999998,421.0,1931.0,71.0,79.0,62.5,62.0,0.0,0.0,0.0,2009,7,27,4
2009-07-04,4.25,0.5,-7.0,58.0,0.5,0.16,13.5,2.6,29.985,29.285,422.0,1930.0,65.0,69.0,61.0,61.5,1.0,2.5,1.0,2009,7,27,5
2009-07-05,2.5,5.5,-1.5,58.5,0.0,0.04,35.0,0.5,29.91,29.225,422.0,1930.0,70.5,81.5,59.0,63.5,1.0,2.5,0.5,2009,7,27,6
2009-07-06,6.65,8.5,1.5,54.0,0.0,0.0,30.5,5.85,29.85,29.17,423.0,1930.0,73.5,85.5,61.5,62.5,0.0,0.0,0.0,2009,7,28,0
2009-07-07,7.25,4.5,-2.5,54.5,0.0,0.005,7.0,5.9,29.884999999999998,29.21,423.0,1930.0,69.5,76.5,62.0,60.5,0.0,0.5,0.5,2009,7,28,1
2009-07-08,7.2,0.0,-9.0,55.5,1.0,0.115,7.0,6.9,29.985,29.310000000000002,424.0,1929.0,64.0,66.5,61.5,59.0,0.0,1.0,1.0,2009,7,28,2
2009-07-09,7.1,5.5,-2.5,57.5,0.0,0.0,10.5,6.15,30.060000000000002,29.380000000000003,425.0,1929.0,70.5,79.5,61.0,63.5,0.0,0.0,0.0,2009,7,28,3
2009-07-10,4.75,9.5,1.5,64.5,0.0,0.1,21.0,4.0,30.049999999999997,29.375,425.0,1929.0,74.5,83.0,65.0,67.5,1.0,2.5,1.0,2009,7,28,4
2009-07-11,7.3,10.5,2.5,59.5,0.0,0.685,30.0,5.35,30.03,29.365000000000002,426.0,1928.0,75.5,85.0,65.5,66.0,1.0,1.5,0.0,2009,7,28,5
2009-07-12,5.45,5.5,-2.5,50.5,0.0,0.0,31.0,2.4,30.060000000000002,29.380000000000003,427.0,1928.0,70.5,82.0,59.0,60.0,0.0,0.0,0.0,2009,7,28,6
2009-07-13,6.6,6.0,-2.0,47.0,0.0,0.0,7.0,5.3,30.060000000000002,29.384999999999998,428.0,1927.0,71.0,78.5,63.5,58.0,0.0,0.0,0.0,2009,7,29,0
2009-07-14,7.6,4.5,-3.5,50.0,0.0,0.0,16.0,7.1,30.064999999999998,29.375,428.0,1927.0,69.5,80.5,57.5,59.5,0.0,0.0,0.0,2009,7,29,1
2009-07-15,13.100000000000001,11.0,2.0,62.0,0.0,0.5,24.5,10.0,29.89,29.205,429.0,1926.0,76.0,85.5,66.0,67.0,1.0,1.5,0.5,2009,7,29,2
2009-07-16,10.55,8.0,-1.0,56.5,0.0,0.09000000000000001,28.0,9.75,29.884999999999998,29.200000000000003,430.0,1925.0,73.0,81.0,64.5,62.5,0.0,0.0,0.0,2009,7,29,3
2009-07-17,10.600000000000001,0.0,-10.0,51.5,1.0,0.005,29.5,10.35,29.865000000000002,29.18,431.0,1925.0,64.0,70.0,57.5,56.5,0.0,0.5,0.5,2009,7,29,4
2009-07-18,7.6499999999999995,0.5,-8.5,52.0,0.0,0.0,31.5,7.35,30.005000000000003,29.335,432.0,1924.0,65.5,72.5,57.5,57.5,0.0,0.0,0.0,2009,7,29,5
2009-07-19,4.3,1.0,-8.5,52.5,0.5,0.0,20.0,1.35,30.105,29.42,433.0,1923.0,65.5,72.0,58.5,58.5,0.0,0.0,0.0,2009,7,29,6
2009-07-20,6.0,2.0,-7.0,55.5,0.0,0.0,9.5,5.65,30.085,29.39,433.0,1923.0,67.0,76.0,57.0,60.5,0.0,0.0,0.0,2009,7,30,0
2009-07-21,6.05,6.0,-3.0,56.5,0.0,0.02,13.5,4.0,30.0,29.305,434.0,1922.0,71.0,81.0,61.0,62.5,0.0,1.0,0.5,2009,7,30,1
2009-07-22,5.45,7.0,-2.0,60.0,0.0,0.005,7.0,3.15,29.939999999999998,29.255000000000003,435.0,1921.0,72.0,78.5,64.5,64.0,1.0,2.0,0.0,2009,7,30,2
2009-07-23,5.5,6.5,-2.5,59.0,0.0,0.05,16.5,2.15,29.92,29.235,436.0,1920.0,71.5,80.5,62.5,63.5,1.0,2.5,0.5,2009,7,30,3
2009-07-24,9.7,7.5,-1.5,59.5,0.0,0.165,23.0,8.8,29.825,29.11,437.0,1919.0,72.5,83.0,61.5,64.5,0.0,1.0,1.0,2009,7,30,4
2009-07-25,11.3,9.0,0.0,58.5,0.0,0.005,27.5,10.7,29.72,29.049999999999997,438.0,1918.0,74.0,81.0,66.0,64.5,0.0,0.0,0.0,2009,7,30,5
2009-07-26,9.0,8.0,-1.0,58.5,0.0,0.005,29.0,8.55,29.810000000000002,29.155,439.0,1918.0,73.0,82.0,63.5,64.5,0.0,0.5,0.5,2009,7,30,6
2009-07-27,9.85,9.5,0.5,61.0,0.0,0.025,23.0,9.25,29.855,29.17,440.0,1917.0,74.5,84.0,65.0,66.5,0.0,1.0,1.0,2009,7,31,0
2009-07-28,7.85,11.0,2.0,61.0,0.0,0.01,28.0,6.45,29.775,29.104999999999997,441.0,1916.0,76.0,85.0,67.0,66.5,0.0,0.5,0.5,2009,7,31,1
2009-07-29,7.1,7.5,-1.5,51.5,0.0,0.0,19.0,4.0,29.83,29.16,442.0,1915.0,72.5,80.0,64.0,60.0,0.0,0.0,0.0,2009,7,31,2
2009-07-30,5.9,6.0,-3.0,57.0,0.0,0.01,23.5,4.65,29.845,29.174999999999997,443.0,1914.0,71.0,79.5,62.0,62.5,0.0,0.0,0.0,2009,7,31,3
2009-07-31,7.0,6.0,-3.0,54.5,0.0,0.0,26.5,6.050000000000001,29.93,29.259999999999998,444.0,1913.0,71.0,81.5,60.0,61.5,0.0,0.0,0.0,2009,7,31,4
2009-08-01,10.95,3.5,-4.5,59.0,0.0,0.01,22.5,11.1,29.905,29.21,445.0,1911.0,68.5,75.0,62.0,62.5,0.0,0.5,0.5,2009,8,31,5
2009-08-02,9.0,3.5,-4.5,51.5,0.0,0.0,25.5,6.5,29.925,29.23,446.0,1910.0,68.5,78.5,57.5,59.0,0.0,0.0,0.0,2009,8,31,6
2009-08-03,11.850000000000001,11.5,3.5,60.5,0.0,0.065,21.0,11.6,29.814999999999998,29.135,447.0,1909.0,76.5,85.0,67.5,66.0,0.0,0.5,0.5,2009,8,32,0
2009-08-04,6.0,12.0,4.0,62.0,0.0,0.0,3.5,2.15,29.86,29.19,448.0,1908.0,77.0,85.5,68.0,67.5,1.0,1.5,0.0,2009,8,32,1
2009-08-05,4.9,6.5,-1.5,55.0,0.0,0.0,6.0,3.3499999999999996,30.04,29.369999999999997,449.0,1907.0,71.5,79.0,63.5,62.0,0.0,0.0,0.0,2009,8,32,2
2009-08-06,5.45,6.5,-1.5,51.0,0.0,0.0,7.5,2.4,30.085,29.415,450.0,1906.0,71.5,81.5,61.0,60.0,0.0,0.0,0.0,2009,8,32,3
2009-08-07,7.5,5.0,-3.0,59.0,0.0,0.28,15.0,6.85,30.085,29.384999999999998,451.0,1904.0,70.0,74.0,65.5,63.0,1.0,2.0,1.0,2009,8,32,4
2009-08-08,13.2,14.0,6.0,70.0,0.0,0.05,21.0,12.55,29.92,29.23,452.0,1903.0,79.0,89.0,68.5,73.0,1.0,2.0,1.0,2009,8,32,5
2009-08-09,12.600000000000001,19.5,11.5,71.5,0.0,0.09999999999999999,23.0,11.35,29.93,29.259999999999998,453.0,1902.0,84.5,91.5,77.0,74.5,0.0,0.0,0.0,2009,8,32,6
2009-08-10,8.05,13.5,5.5,65.5,0.0,0.0,26.0,7.6000000000000005,29.945,29.275,454.0,1900.0,78.5,85.5,70.5,69.5,0.0,0.0,0.0,2009,8,33,0
2009-08-11,8.35,7.5,-0.5,61.5,0.0,0.0,2.0,6.199999999999999,29.990000000000002,29.33,455.0,1859.0,72.5,81.5,63.5,66.0,0.0,0.0,0.0,2009,8,33,1
2009-08-12,6.45,7.5,-0.5,55.5,0.0,0.0,4.5,4.6,30.08,29.415,456.0,1858.0,72.5,82.5,61.5,62.5,0.0,0.0,0.0,2009,8,33,2
2009-08-13,3.9,9.0,1.0,55.0,0.0,0.0,15.0,1.75,30.095,29.41,457.0,1856.0,74.0,86.0,61.5,63.0,0.0,0.0,0.0,2009,8,33,3
2009-08-14,6.1,12.0,5.0,59.0,0.0,0.0,21.0,5.85,30.09,29.41,458.0,1855.0,77.0,88.0,65.0,66.0,0.0,0.0,0.0,2009,8,33,4
2009-08-15,8.8,14.0,7.0,61.0,0.0,0.0,19.0,8.5,30.03,29.35,459.0,1854.0,79.0,89.0,68.5,67.5,0.0,0.0,0.0,2009,8,33,5
2009-08-16,10.149999999999999,15.0,8.0,67.5,0.0,0.45,20.5,9.4,29.979999999999997,29.305,500.0,1852.0,80.0,89.0,70.5,70.5,0.0,0.5,0.5,2009,8,33,6
2009-08-17,6.65,12.0,5.0,68.0,0.0,0.45999999999999996,22.0,4.85,29.990000000000002,29.310000000000002,501.0,1851.0,77.0,83.0,70.5,70.5,1.0,2.0,1.0,2009,8,34,0
2009-08-18,8.2,9.5,2.5,60.0,0.0,0.0,27.0,7.75,29.979999999999997,29.305,502.0,1849.0,74.5,83.5,65.5,65.5,0.0,0.0,0.0,2009,8,34,1
2009-08-19,8.45,7.0,1.0,61.0,0.0,0.48,16.0,5.800000000000001,29.825,29.115,503.0,1848.0,72.0,82.0,61.5,65.5,0.5,1.0,0.5,2009,8,34,2
2009-08-20,12.6,6.5,0.5,61.0,0.0,0.095,23.0,12.149999999999999,29.655,28.965,504.0,1846.0,71.5,78.5,64.0,65.0,0.5,1.5,1.0,2009,8,34,3
2009-08-21,11.95,1.5,-4.5,58.0,0.0,0.10500000000000001,27.0,8.9,29.75,29.1,505.0,1845.0,66.5,73.5,59.0,61.0,0.0,1.0,1.0,2009,8,34,4
2009-08-22,9.9,0.0,-7.5,52.0,1.5,0.0,18.5,8.6,29.994999999999997,29.335,506.0,1843.0,63.5,68.5,57.5,56.5,0.0,0.0,0.0,2009,8,34,5
2009-08-23,7.0,0.5,-5.5,54.0,0.0,0.0,3.5,3.1,30.085,29.41,508.0,1842.0,65.5,73.5,57.0,58.5,0.0,0.0,0.0,2009,8,34,6
2009-08-24,5.4,2.5,-3.5,56.5,0.0,0.0,21.0,4.4,30.125,29.439999999999998,509.0,1840.0,67.5,79.0,55.5,61.5,0.0,0.0,0.0,2009,8,35,0
2009-08-25,8.899999999999999,6.5,1.5,61.0,0.0,0.0,21.0,8.7,30.045,29.36,510.0,1839.0,71.5,82.5,60.0,65.0,0.0,0.0,0.0,2009,8,35,1
2009-08-26,7.55,3.0,-2.0,63.0,0.0,0.7350000000000001,2.0,4.55,30.075,29.39,511.0,1837.0,68.0,72.5,63.0,64.5,1.0,2.0,1.0,2009,8,35,2
2009-08-27,10.35,0.0,-5.5,60.5,0.5,1.0699999999999998,7.5,9.899999999999999,30.075,29.384999999999998,512.0,1835.0,64.5,67.0,61.5,62.0,1.0,2.0,1.0,2009,8,35,3
2009-08-28,5.550000000000001,0.5,-5.0,61.0,0.5,0.25,2.0,3.0,29.925,29.21,513.0,1834.0,65.0,69.5,60.5,62.5,1.0,2.0,1.0,2009,8,35,4
