id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_at_sale,age_of_remod,baths,finished_basement_sqft,overall_qual_x_gr_liv_area,has_central_air,newly_renovated,functionality,building_type
206,2214,909275310,70,RL,86.0,22420,1,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,0,2624,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0,0,0,0,0,0,0,0,0,0,11,2007,WD ,239000,89,57,3.5,1128.0,15744,0,0,typical,single_family
207,323,923201020,20,RL,85.0,15300,1,0,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,1264,2,1,TA,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,6,2010,WD ,169000,45,33,2.0,42.0,6320,1,0,typical,single_family
208,2421,528228325,120,RL,0.0,3196,1,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,0,1557,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,143,20,0,0,0,0,0,0,0,0,10,2006,WD ,234000,3,2,2.0,0.0,10899,1,0,typical,townhouse_end_unit
209,952,914475030,85,RL,72.0,9360,1,0,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,LwQ,GasA,TA,Y,SBrkr,0,1287,2,1,TA,5,Typ,2,Fa,Attchd,1977.0,RFn,2.0,541.0,TA,TA,Y,302,39,0,0,120,0,0,GdWo,0,0,11,2009,WD ,173000,32,32,2.5,957.0,7722,1,0,typical,single_family
210,24,527402200,20,RL,0.0,11241,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1004,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,0,0,Shed,700,3,2010,WD ,149000,40,40,2.0,578.0,6024,1,0,typical,single_family
211,1139,531376070,20,RL,81.0,9260,1,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,1162,3,1,Gd,6,Typ,0,0,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,0,32,0,0,0,0,0,0,0,0,3,2008,WD ,170000,1,1,2.0,0.0,8134,1,1,typical,single_family
212,518,528458020,20,FV,90.0,7993,1,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,0,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1436,3,1,Gd,6,Typ,0,0,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,0,121,0,0,0,0,0,0,0,0,10,2009,New,225000,1,0,2.0,0.0,10052,1,1,typical,single_family
213,1390,905201020,20,RL,94.0,9239,1,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,960,3,1,Gd,6,Typ,0,0,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168,0,0,0,0,0,0,0,0,0,5,2008,WD ,144900,45,5,2.0,634.0,4800,1,0,typical,single_family
214,277,908102170,20,RL,60.0,10044,1,0,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,0,1196,3,1,TA,6,Typ,0,0,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257,0,168,0,0,0,0,MnPrv,0,0,6,2010,WD ,144000,42,42,2.0,1070.0,5980,1,0,typical,single_family
215,54,528228440,120,RL,43.0,3182,1,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1269,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,146,20,0,0,144,0,0,0,0,0,4,2010,WD ,192000,6,5,2.0,24.0,10152,1,0,typical,townhouse_end_unit
216,649,535353040,20,RL,60.0,7626,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1031,2,1,Gd,5,Typ,0,0,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,0,0,3,2009,WD ,145500,57,4,2.0,931.0,5155,1,0,typical,single_family
217,2600,535377100,50,RL,60.0,7008,1,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,720,1,1,Fa,5,Typ,0,0,Attchd,1900.0,Unf,1.0,280.0,Fa,TA,Y,0,0,70,0,0,0,0,0,0,0,3,2006,WD ,86900,106,8,1.0,0.0,2880,1,0,typical,single_family
218,617,534475185,20,RL,128.0,12160,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1505,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2.0,505.0,TA,TA,Y,0,0,0,162,0,0,0,0,0,0,2,2009,WD ,149500,56,56,2.0,1024.0,9030,1,0,typical,single_family
219,2209,909256120,30,RL,50.0,6305,1,0,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,954,2,1,Fa,5,Typ,1,Gd,Basment,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,0,0,0,MnPrv,0,0,6,2007,WD ,119750,69,57,1.0,0.0,4770,1,0,typical,single_family
220,2814,907418020,60,RL,68.0,8846,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1500,3,1,Gd,6,Typ,0,0,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,0,35,0,0,0,0,0,0,0,0,8,2006,New,173900,1,0,2.5,0.0,9000,1,0,typical,single_family
221,2542,534275010,20,RL,0.0,10659,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,1050,3,1,TA,6,Typ,0,0,Attchd,1961.0,Unf,1.0,368.0,TA,TA,Y,0,319,0,0,0,0,0,0,0,0,1,2006,COD,136500,45,45,2.0,915.0,5250,1,0,typical,single_family
222,2323,527146135,160,RL,68.0,13108,1,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,2687,4,1,Gd,9,Typ,0,0,Attchd,1994.0,Fin,2.0,618.0,TA,TA,Y,168,12,0,0,0,0,0,0,0,0,12,2006,WD ,270000,12,12,2.5,0.0,21496,1,0,typical,single_family
223,1393,905202230,20,RL,0.0,13500,1,0,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,ALQ,GasA,Gd,Y,SBrkr,0,1252,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409,0,0,0,0,0,0,0,0,0,3,2008,WD ,235000,48,33,2.0,1509.0,7512,1,0,typical,single_family
224,490,528290190,80,RL,62.0,7750,1,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1430,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,RFn,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,3,2009,WD ,156000,10,9,2.5,0.0,10010,1,0,typical,single_family
225,542,531375130,20,RL,60.0,12450,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1114,3,1,Gd,6,Typ,0,0,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,0,0,0,0,6,2009,WD ,153000,6,5,3.0,836.0,5570,1,0,typical,single_family
226,973,923203190,120,RM,0.0,4500,1,0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1224,2,1,TA,5,Typ,0,0,Attchd,1999.0,Fin,2.0,402.0,TA,TA,Y,0,304,0,0,0,0,0,0,0,0,6,2009,WD ,165000,10,10,3.0,883.0,7344,1,0,typical,townhouse_end_unit
227,1012,527212050,60,RL,77.0,11198,1,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,2504,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA,Y,144,39,0,0,0,0,0,0,0,0,6,2008,WD ,325000,3,1,2.5,0.0,22536,1,1,typical,single_family
228,2218,909281020,190,RL,79.0,6221,1,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,Ex,Y,SBrkr,0,1355,3,1,TA,5,Typ,0,0,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,144,0,0,MnPrv,0,0,10,2007,WD ,140000,66,57,2.0,533.0,6775,1,0,typical,two_family_conversion
229,2033,903453080,80,RM,120.0,13200,1,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Fa,Y,SBrkr,0,2294,5,1,TA,9,Typ,1,Gd,Attchd,1963.0,Unf,2.0,658.0,TA,TA,Y,0,110,0,0,0,0,0,0,0,0,4,2007,WD ,202500,44,44,3.0,375.0,13764,1,0,typical,single_family
230,1071,528180140,120,RL,65.0,8769,1,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1702,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,1052.0,TA,TA,Y,0,72,0,0,224,0,0,0,0,0,10,2008,New,367294,0,0,2.5,1540.0,15318,1,1,typical,townhouse_end_unit
231,1583,916403230,80,RL,85.0,10200,1,0,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1509,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,2.0,600.0,TA,TA,Y,224,0,0,0,0,0,0,0,0,0,8,2008,WD ,175000,20,19,3.0,783.0,9054,1,0,typical,single_family
232,2858,909275230,70,RL,60.0,9550,1,0,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,1717,3,1,Gd,7,Typ,1,Gd,Detchd,1998.0,Unf,3.0,642.0,TA,TA,Y,0,35,272,0,0,0,0,0,0,0,2,2006,WD ,140000,91,36,2.0,216.0,12019,1,0,typical,single_family
233,2265,916403040,20,RL,42.0,10331,1,0,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,0,1240,3,1,Gd,6,Typ,0,0,Attchd,1985.0,Unf,2.0,528.0,TA,TA,Y,232,0,0,0,0,0,0,0,0,0,7,2007,WD ,174000,22,22,2.5,295.0,8680,1,0,typical,single_family
234,1088,528235180,80,RL,59.0,9587,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1166,2,1,Gd,5,Typ,0,0,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,212,0,0,0,0,0,0,0,0,0,7,2008,WD ,190000,3,3,3.0,655.0,8162,1,0,typical,single_family
235,698,902105060,70,RM,90.0,9900,1,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1464,3,1,TA,7,Typ,0,0,0,0.0,0,0.0,0.0,0,0,N,0,0,176,0,0,0,0,0,0,0,3,2009,WD ,129000,99,7,2.0,0.0,7320,1,0,typical,single_family
236,1896,534425015,20,RL,0.0,22002,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,0,1652,3,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2.0,510.0,TA,TA,Y,0,0,0,0,201,0,0,0,0,0,7,2007,WD ,200000,48,16,2.5,1386.0,9912,1,0,typical,single_family
237,628,535126010,60,RL,100.0,13000,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,2142,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1.0,509.0,TA,TA,Y,0,72,0,0,252,0,0,0,0,0,6,2009,WD ,193500,41,41,2.5,448.0,12852,1,0,typical,single_family
238,1212,534403050,20,RL,75.0,8250,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,1092,3,1,TA,6,Typ,0,0,Attchd,1964.0,RFn,2.0,504.0,TA,Gd,Y,0,0,0,0,0,0,0,MnPrv,0,0,7,2008,WD ,145000,44,44,2.0,787.0,6552,1,0,typical,single_family
239,2864,909280070,50,RL,81.0,8170,1,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,0,1671,4,1,TA,7,Typ,1,Gd,Detchd,1963.0,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,2,2006,WD ,218000,77,56,2.0,526.0,11697,1,0,typical,single_family
240,2740,905451050,20,RL,80.0,12048,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,TA,TA,Slab,0,0,0,0,0,GasA,Gd,Y,SBrkr,0,1488,3,1,TA,7,Typ,1,Ex,Attchd,2002.0,RFn,2.0,569.0,TA,TA,Y,0,189,36,0,348,0,0,0,0,0,4,2006,WD ,135000,54,4,1.0,0.0,7440,1,0,typical,single_family
241,2560,534475160,20,RL,89.0,10858,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,Unf,GasA,Ex,Y,SBrkr,0,1624,2,1,TA,6,Min1,1,Gd,Attchd,1952.0,RFn,1.0,240.0,TA,TA,Y,0,40,324,0,0,0,0,MnPrv,0,0,7,2006,WD ,146500,54,54,2.0,40.0,8120,1,0,deducted,single_family
242,1716,528174010,120,RL,61.0,7577,1,0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1362,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,0,0,0,0,6,2007,WD ,194700,2,1,2.0,20.0,8172,1,0,typical,townhouse_end_unit
243,1130,528488140,20,FV,62.0,7500,1,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1218,2,1,Gd,6,Typ,0,0,Attchd,2008.0,Fin,2.0,462.0,TA,TA,Y,168,168,0,0,0,0,0,0,0,0,4,2008,New,230348,1,0,3.0,902.0,8526,1,1,typical,single_family
244,201,903234050,30,RM,51.0,6120,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,1068,2,1,TA,5,Typ,1,Gd,Detchd,1923.0,Unf,1.0,288.0,TA,TA,Y,0,0,128,0,0,0,0,0,0,0,3,2010,WD ,109500,87,60,2.0,960.0,6408,1,0,typical,single_family
245,2886,913350030,20,RL,69.0,23580,1,0,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,0,1625,3,1,Fa,6,Typ,1,TA,Attchd,1979.0,Fin,2.0,576.0,TA,TA,Y,136,28,0,0,0,0,0,0,0,0,9,2006,WD ,242500,27,27,2.5,776.0,9750,1,0,typical,single_family
246,2328,527190050,160,RL,44.0,5306,1,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,GasA,Gd,Y,SBrkr,0,1767,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2.0,504.0,Gd,TA,Y,441,35,0,0,0,0,0,0,0,0,6,2006,WD ,239000,19,19,3.0,710.0,12369,1,0,typical,townhouse_end_unit
247,2583,535301150,20,RL,70.0,8092,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1050,3,1,Gd,6,Typ,0,0,Attchd,1954.0,RFn,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,6,2006,WD ,156000,52,6,2.0,824.0,6300,1,0,typical,single_family
248,1206,534277060,20,RL,77.0,8593,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,907,3,1,TA,5,Typ,0,0,Detchd,1964.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,7,2008,WD ,109008,51,51,1.0,288.0,3628,1,0,typical,single_family
249,2242,910206010,50,RM,64.0,11067,1,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,0,0,0,0,GasA,Ex,Y,SBrkr,205,845,1,1,TA,4,Maj2,0,0,Detchd,1950.0,Unf,1.0,256.0,TA,Fa,N,48,0,0,0,0,0,0,0,0,0,3,2007,WD ,68104,68,57,1.0,0.0,1690,1,0,deducted,single_family
250,1105,528363020,60,RL,0.0,11929,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,2501,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,751.0,TA,TA,Y,192,87,0,0,0,0,0,0,0,0,6,2008,WD ,290000,13,13,2.5,0.0,20008,1,0,typical,single_family
251,121,534401110,20,RL,90.0,9900,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0,1209,3,1,TA,6,Typ,0,0,Attchd,1966.0,RFn,2.0,504.0,TA,TA,Y,0,0,120,0,0,0,0,0,0,0,4,2010,ConLD,159000,44,44,2.0,1059.0,6045,1,0,typical,single_family
252,1223,534453140,70,RL,50.0,4882,1,0,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,906,2,1,TA,5,Typ,0,0,Basment,1937.0,Unf,1.0,231.0,Fa,TA,Y,0,0,0,0,0,0,0,0,0,0,9,2008,WD ,87000,71,58,1.0,120.0,3624,1,0,typical,single_family
253,265,907252120,20,RL,0.0,11423,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1601,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,670.0,TA,TA,Y,180,0,0,0,0,0,0,MnPrv,Shed,2000,5,2010,WD ,272000,9,8,3.0,1358.0,12808,1,0,typical,single_family
254,2813,907414040,20,RL,65.0,8772,1,0,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1336,3,1,Gd,6,Typ,0,0,Attchd,2005.0,Unf,2.0,502.0,TA,TA,Y,136,43,0,0,0,0,0,0,0,0,9,2006,New,198000,1,0,3.0,996.0,9352,1,0,typical,single_family
255,1294,902109120,50,RM,63.0,7628,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,0,1656,2,1,TA,8,Mod,0,0,Detchd,1958.0,Unf,2.0,440.0,TA,TA,Y,187,0,0,0,0,0,0,0,0,0,5,2008,WD ,119164,68,23,2.0,0.0,6624,1,0,deducted,single_family
